Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020
Belgium,BEL,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/be/flat/64.png,11433256,11.43325615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0087464144,.0087464144,.0087464144,.0087464144,.0087464144,.0087464144,.0087464144,.0087464144,.0087464144,.0087464144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2623924315,.2623924315,0,2.29156065,2.29156065,2.29156065,4.023350716,4.775542259,5.895083427,7.495677471,9.02630043,11.61523914,13.34702873,12.53361225,16.34704971,19.52199745,21.08760643,23.61532021,26.90397263,27.35878563,27.06140709,29.05558968,31.81071091,33.86611938,33.70868301,34.7057724,33.54249954,31.67076683,29.35296822,31.27717972,33.2713623,32.07310104,31.42586899,29.09932137,26.37918663,25.97685242,27.05265999,28.4608326,28.9506321,28.18969536,25.51329231,22.6969471,22.09344292,23.44913864,25.27713776,24.29754066,21.94475365,19.73191071,17.70274353,17.02052307,18.38496399,19.74940491,18.61237144,18.07009315,15.78727818,13.30329704,14.2391634,15.15753651,16.26833153,15.12255096,14.43158436,12.73478031,11.16042519,10.53942966,11.29162121,12.16626263,10.65313339,10.15458775,8.711428642,7.521916866
Burundi,BDI,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/bi/flat/64.png,11175378,11.17537785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0357929729,.0357929729,.0357929729,.0357929729,.0357929729,.0357929729,.0357929729,.0357929729,.0357929729,.0357929729,0,0,.0268447306,.0268447306,.0268447306,.0268447306,.0268447306,.0268447306,.0268447306,.0268447306,.0268447306,.0268447306,0,0,0,0,0,.0715859458,.1163271666,.1163271666,.1163271666,.1163271666,.1163271666,.1163271666,.1163271666,.1163271666,.1163271666
Azerbaijan,AZE,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/az/flat/64.png,9939800,9.939800262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0301816929,.0301816929,.0301816929,.0301816929,.0603633858,.0603633858,.0603633858,.0603633858,.0603633858,.0603633858,.0804845169,.0704239532,.0704239532,.0704239532,.0402422585,.0905450806,.0905450806,.0905450806,.0905450806,.2012112886,.1509084702,.1609690338,.1609690338,.2213324159,.2213324159,.1710295975,.2917563617,.2917563617,.4829070866,.7545423508,1.338055015,1.75053823,2.253566504,2.58556509,3.209320068,3.742529869,4.185194969,4.86931324,5.301917553,6.147004604,6.358276844,6.690275192,6.609790802,6.6299119,6.660093784,6.800941467,6.831123352,6.378397942,6.348216057,5.583613396,5.372341156,5.030282021,5.070524216,4.959858418,4.698283672,4.305921555,3.994044065,3.913559437,3.571500301,3.551379204,3.269683361,3.169077873,2.706291914,3.50107646,3.551379204,3.8028934,4.104710102,4.668101788,4.819010258,5.815006256,6.066520214,6.639972687,7.23354578,7.213424683,7.786876678,8.601782799,8.802993774
Austria,AUT,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/at/flat/64.png,8840521,8.840520859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0226231012,.0452462025,.0452462025,.0452462025,.0678693056,.0678693056,.0678693056,.0678693056,.0113115506,.1018039584,.0791808516,.0565577522,.0565577522,.0565577522,.0339346528,.0339346528,.0339346528,1.19902432,2.533787251,2.443295002,5.316428661,7.092342377,12.28434372,16.14158249,19.68209839,22.77015114,28.2562542,32.64513397,36.62680054,43.22143555,45.61948395,52.07838058,56.2070961,58.45809555,59.24990082,60.18876266,57.98300934,57.68890762,62.47369385,64.00075531,64.49845886,59.51006699,51.65985107,49.39754105,49.10344315,49.21655655,47.94966507,45.30276108,37.28287125,30.06610107,26.76312828,25.76771164,25.74508858,24.19540787,20.94899178,17.35191917,16.33387947,15.37239742,15.34977436,15.11223221,14.20730782,12.99697208,12.26172066,10.75728512,10.94958115,12.17122841,12.31827831,11.41335487,10.01072216,9.784491539,8.800386429,8.483662605,10.07859135,10.06727982,9.69399929,8.291366577,7.443000317,7.544804096,7.443000317
Australia,AUS,Oceania,Australia and New Zealand,,.,.,.,Oceania,https://www.countryflags.io/au/flat/64.png,24982688,24.9826889,.0080055436,.0080055436,.0080055436,.0080055436,.0080055436,.0080055436,.0080055436,.0080055436,0,0,0,0,.0240166299,.0240166299,.0240166299,.0240166299,.0320221744,.0320221744,.0320221744,.0320221744,.0360249467,.0360249467,.012008315,.012008315,.012008315,.012008315,.0040027718,.0040027718,.0040027718,.0040027718,0,0,0,.0400277153,.0400277153,.0400277153,.0400277153,.0400277153,.0400277153,.0400277153,.0400277153,.0480332598,.0480332598,.0080055436,.0080055436,.0080055436,.0080055436,.0200138576,.0200138576,.0200138576,.2681857049,.2601801455,.3682549894,.3842660785,.5964129567,.6844739318,.8846125603,.8726042509,.9246402383,1.328920245,1.336925745,1.729197383,2.137480021,2.329613209,2.341621399,3.546455622,3.346317053,3.346317053,4.863367558,5.743977547,5.53983593,5.147564411,4.631206989,5.944116116,5.71996069,5.103533745,10.91956139,12.1844368,10.61535072,9.998923302,11.56400776,12.51266384,12.97298336,11.80817604,12.76884174,12.75283051,7.12493372,6.168271065,6.368409634,5.808021545,4.322993279,3.530444622,3.21022296,3.006081581,2.397660255,1.96135819,1.96135819,1.829266667,1.705180764,1.701177955,1.753214002,1.825263858,1.793241739,1.78923893,1.537064314,1.332922935,1.25687027,1.164806604,1.160803795,1.212839842,1.06073451,.8605959415,.8445848227,.7885460258,.7725349665,.7845432758
Armenia,ARM,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/am/flat/64.png,2951776,2.951776028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0338779092,.0338779092,.0338779092,.0338779092,.0338779092,.0677558184,.0677558184,.4742907286,.5420465469,.6098023653,.914703548,.9824593663,.9824593663,.9824593663,.9824593663,.9824593663,1.050215125,.9824593663,.914703548,1.321238399,1.151848912,1.931040764,2.845744371,3.658814192,4.031471252,4.810663223,5.555976868,5.691488743,7.520895958,8.130698204,10.02786064,10.67154121,13.8560648,13.7883091,14.60137844,14.77076817,14.77076817,15.17730331,15.68547153,17.14222145,16.09200668,15.10954762,11.62012291,12.02665806,11.82339001,12.46707058,12.7719717,12.73809338,11.62012291,10.43439579,10.23112869,11.41685581,11.92502403,12.43319225,13.41565228,12.94136143,14.22872162,15.75322819,16.97283173,18.80224037,22.22390747,25.06965256,27.13620567,30.38848495,37.06243134,41.39880371,48.91970062,48.64867783,50.54584122,50.10542679,48.41153336
Argentina,ARG,Americas,Latin America and the Caribbean,South America,1,1,1,Americas,https://www.countryflags.io/ar/flat/64.png,44494502,44.49450302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0022474686,.0022474686,.0022474686,.0067424057,.0067424057,.0067424057,.0067424057,.0067424057,.0067424057,.0067424057,.1146209016,.1146209016,.1393430531,.1550753415,.1550753415,.1550753415,.5056804419,.5326500535,.5506297946,.5686095357,.4809582829,.5101754069,.4877007008,.5686095357,.5978266597,.6427760124,.3079032004,.3034082651,.4315139651,.4764633477,.5596196651,.6292912364,.7102000713,.6877254248,.737169683,.7349222302,.7731292248,.813583672,.8989874721,.9079773426,.9079773426,.937194407,.9754014015,1.069795012,1.065300107,1.072042584,1.085527301,1.166436195,1.015855789,1.006865978,.9776488543,1.047320366,.9933811426,.937194407,1.036082983,1.116991878,1.20464313,1.125981808,1.224870443,1.218127966,2.049691439,2.119362831,2.303655386,2.269943237,2.175549746,2.171054602,2.57110405,2.643023014,2.685724974,2.696962357,2.840800285,3.027340174,3.375697851,3.670116186
United Arab Emirates,ARE,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/ae/flat/64.png,9630959,9.630958557,0,0,0,0,0,0,0,0,0,0,0,.0103831822,.0103831822,.0103831822,.0311495475,.0415327288,.0415327288,.0415327288,.0415327288,.0415327288,.0415327288,.0311495475,.0311495475,.0311495475,.0103831822,0,0,.0103831822,.0103831822,.0103831822,.0103831822,.0103831822,.0103831822,.0103831822,.0103831822,.0311495475,.0311495475,.0207663644,.0726822764,.1245981902,.1245981902,.1245981902,.1245981902,.1868972778,.1868972778,.1661309153,.1972804666,.2491963804,.1972804666,.2180468291,.2180468291,.2180468291,.2907291055,.3011122942,.3011122942,.3011122942,.2699627578,.2803459167,.3114954829,.2388131917,.2388131917,.6022245884,.6541404724,.7579723001,.9552527666,1.194065928,1.391346455,1.879356027,2.149318695,3.706796169,5.47193718,6.0637784,7.725087643,8.389611244,9.2410326,9.635593414,10.40394878,9.853640556,10.5700798,9.780958176,8.877620697,8.991835594,8.150797844,8.586892128,8.856854439,9.16835022,9.36563015,10.31050014,10.82965946,11.09962177,11.42150116,11.60839844,11.69146347,12.52211761,13.14510918,14.33917522,15.38787651,17.19454956,20.4133358,24.66005898,29.46747208,34.76289368,39.04076767,41.15893555,43.34978867,47.47190857,51.29292297,59.59946823,67.44915009,72.73419189,76.5655899,80.84346008,82.77472687,84.37374115,86.48152924,83.59500122
Albania,ALB,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/al/flat/64.png,2866376,2.866375923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0697745159,.0697745159,.0697745159,.348872602,.5930833817,.5930833817,1.08150506,1.08150506,1.151279569,1.535039425,1.74436295,2.267671824,2.581657171,2.756093502,2.860755205,3.035191536,2.965417147,3.488725901,4.221358299,4.221358299,4.535343647,4.535343647,4.919103622,4.98887825,5.198201656,5.128427029,5.616848946,5.302863598,5.163314342,5.198201656,5.058652401,5.163314342,4.849328995,5.337750435,5.093539715,5.302863598,4.640005589,4.849328995,4.500456333,4.919103622,4.98887825,4.98887825,5.686623096,5.093539715,5.198201656,5.826172352,6.454143047,6.38436842,6.593691826,6.000608444,6.279706478,5.791285038,5.686623096,5.47729969,5.267976284,4.709780216,4.151583672,3.837598562,3.732936859,4.012034893,3.767823935,4.081809521,3.31428957,3.31428957,3.31428957,3.139853239,3.104966164
Angola,AGO,Africa,Sub-Saharan Africa,Middle Africa,.,.,.,Africa,https://www.countryflags.io/ao/flat/64.png,30809762,30.80976105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0032457246,.0032457246,.0032457246,.0032457246,.0064914492,.0064914492,.0064914492,.0064914492,.0064914492,.0064914492,.0032457246,.009737174,.009737174,.009737174,.009737174,.009737174,.009737174,.009737174,.0129828984,.0129828984,.0129828984,.0064914492,.0064914492,.0064914492,.0032457246,.0032457246,.0032457246,.0032457246,0,.0032457246,.0032457246,.0162286237,.0162286237,.0162286237,.0162286237,.0162286237,.0162286237,.0162286237,.0162286237,.0194743481,.0194743481,.0064914492,.0064914492,.009737174,.009737174,.0194743481,.0194743481,.0194743481,.0194743481,.0129828984,.0129828984,.0129828984,.0129828984,.0129828984,.0129828984,.0032457246,.0032457246
Afghanistan,AFG,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/af/flat/64.png,37172386,37.17238617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.002690169,.002690169,.002690169,.002690169,.002690169,.002690169,.002690169,.002690169,.002690169,.0053803381,.002690169,.002690169,.002690169,.002690169,.002690169,.0107606761,.0107606761,.0242115203,.0242115203,.0215213522,.0349721983,.0430427045,.0430427045,.0726345628,.080705069,.0726345628,.0726345628,.0591837168,.0591837168,.080705069,.0753247291,.0968460813,.2179036885,.223284021,.2663267255,.2770873904,.3174399436,.3604826331,.3954548538,.39814502,.3900744915,.4115958512,.3255104423,.3120596111,.3255104423,.3362711072,.4304270446,.4438778758,.446568042,.5622453094,.6268093586,.6752324104,.6671618819,.656401217,.6725422144,.8016703725,.6671618819,.7505571246,.8151211739,.7909097075,.8716147542,.7720785141,.8339523673,.8850656152,.9361788034,1.000742912,1.022264242,1.03840518,1.054546237,1.033024907,.9469394684,1.030334711
